household_ID,member_ID,age,relationship_to_the_head_of_household,gender,ethnicity,religion,marital_status,current_attendance_in_any_education_instituition,highest_level_of_education,main_activity_engaged_in,main_occupation,daily_wage_owner_or_not,employment_status_of_the_main_occupation,no_of_hours_stayed_at_home_during_last_week,member_went_out_for_work_or_not_during_last_week
ID0662,I7,68,Parents of the head of the Household/ spouse,Female,Sri Lankan Moor/Muslim,Islam,Widowed,Does not attend,Passed Grade 4,Student,,,,168.0,
ID0663,I1,42,Head of the household,Male,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed Grade 10,Engaged in economic activity/ currently employed/ engaged in own business,Elementary occupation,No,Private sector employee,135.0,"No, worked from home"
ID0663,I2,41,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Household activities,,,,168.0,
ID0663,I3,87,Son/daughter,Female,Sinhala,Buddhism,Widowed,Does not attend,Passed Grade 8,Too old / Disable/ unable to work,,,,168.0,
ID0663,I4,17,Son/daughter,Male,Sinhala,Buddhism,Never married,Does not attend,Passed Grade 10,Student,,,,0.0,
ID0663,I5,12,Son/daughter,Female,Sinhala,Buddhism,Never married,Vocational/Technical Institution,Passed Grade 7,Student,,,,168.0,
ID0663,I6,6,Parents of the head of the Household/ spouse,Male,Sinhala,Buddhism,Never married,School,Passed Grade 1,,,,,168.0,
ID0663,I7,19,Other relative,Male,Sinhala,Buddhism,Never married,Does not attend,Passed Grade 9,Student,,,,168.0,
ID0663,I8,13,Other relative,Male,Sinhala,Buddhism,Never married,School,Passed Grade 8,Household activities,,,,168.0,
ID0664,I1,54,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 12,Retired and obtaining government/semi-government pension payment and is currently engaged in economic activity (employed elsewhere other than the place where he/she is receiving the pension from / engaged in own business),"Legislator, senior official, and manager",No,Government employee,123.0,"Yes, went daily during working days"
ID0664,I2,47,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 12,Household activities,,,,168.0,
ID0664,I3,11,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 5,,,,,168.0,
ID0664,I4,2,Son/daughter,Male,Sinhala,Buddhism,Never married,,,,,,,168.0,
ID0664,I5,56,Other relative,Male,Sinhala,Buddhism,Never married,Does not attend,Passed Grade 12,Retired and obtaining government/semi-government pension payment and is currently engaged in economic activity (employed elsewhere other than the place where he/she is receiving the pension from / engaged in own business),"Legislator, senior official, and manager",No,Government employee,138.0,"Yes, went daily during working days"
ID0665,I1,65,Head of the household,Male,Sinhala,Buddhism,Never married,Other educational institution,Passed GAQ (General Arts Qualifying (External) Examination)/GSQ (General Science Qualifying examination),Household activities,,,,1.0,
ID0666,I1,43,Head of the household,Male,Sinhala,Roman Catholicism,Currently married (customary),Does not attend,Passed Grade 12,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,103.0,"Yes, went on most of the days"
ID0666,I2,40,Wife/Husband,Female,Sinhala,Roman Catholicism,Currently married (customary),School,Passed Grade 12,Household activities,,,,168.0,
ID0666,I3,73,Parents of the head of the Household/ spouse,Female,Sinhala,Roman Catholicism,Widowed,Does not attend,Passed Grade 8,Household activities,,,,168.0,
ID0666,I4,8,Son/daughter,Male,Sinhala,Roman Catholicism,Never married,Does not attend,Passed Grade 3,,,,,168.0,
ID0666,I5,5,Son/daughter,Male,Sinhala,Roman Catholicism,Never married,School,Passed Grade 1,,,,,168.0,
ID0667,I1,49,Head of the household,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,84.0,"Yes, went daily during working days"
ID0667,I2,41,Wife/Husband,Female,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Professional,No,Government employee,100.0,"Yes, went daily during working days"
ID0667,I3,6,Son/daughter,Female,Sri Lankan Moor/Muslim,Islam,Never married,School,Studying/Studied Grade 1,,,,,100.0,
ID0667,I4,4,Son/daughter,Female,Sri Lankan Moor/Muslim,Islam,Never married,Preschool,,,,,,100.0,
ID0668,I1,42,Head of the household,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Does not attend,Passed Grade 10,Household activities,,,,109.0,
ID0668,I2,37,Wife/Husband,Female,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Does not attend,Passed Grade 10,Student,,,,168.0,
ID0668,I3,14,Son/daughter,Female,Sri Lankan Moor/Muslim,Islam,Never married,School,Passed Grade 10,Student,,,,160.0,
ID0668,I4,10,Son/daughter,Female,Sri Lankan Moor/Muslim,Islam,Never married,School,Passed Grade 6,,,,,168.0,
ID0668,I5,7,Son/daughter,Male,Sri Lankan Moor/Muslim,Islam,Never married,School,Passed Grade 2,,,,,168.0,
ID0669,I1,42,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 12,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,84.0,"Yes, went daily during working days"
ID0669,I2,45,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 12,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,168.0,"No, worked from home"
ID0670,I1,71,Head of the household,Male,Sinhala,Buddhism,Currently married (customary),Does not attend,Passed Grade 12,Retired and obtaining government/semi-government pension payment and is currently engaged in economic activity (employed elsewhere other than the place where he/she is receiving the pension from / engaged in own business),"Legislator, senior official, and manager",Yes,Government employee,132.0,"No, worked from home"
ID0670,I2,68,Wife/Husband,Female,Sinhala,Buddhism,Currently married (customary),Does not attend,Passed G.C.E.(O/L),Household activities,,,,168.0,
ID0671,I1,52,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Degree / Diploma,Engaged in economic activity/ currently employed/ engaged in own business,"Legislator, senior official, and manager",No,Private sector employee,108.0,"Yes, went daily during working days"
ID0671,I2,49,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Degree / Diploma,Engaged in economic activity/ currently employed/ engaged in own business,"Legislator, senior official, and manager",No,Private sector employee,108.0,"Yes, went daily during working days"
ID0671,I3,84,Parents of the head of the Household/ spouse,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Household activities,,,,168.0,
ID0671,I4,74,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Student,,,,168.0,
ID0671,I5,19,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed G.C.E.(O/L),Student,,,,108.0,
ID0671,I6,10,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 6,,,,,110.0,
ID0672,I1,69,Parents of the head of the Household/ spouse,Male,Sinhala,Roman Catholicism,Currently married (customary),University,Passed post Graduate Degree / Diploma,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,Yes,Own account worker,150.0,"No, worked from home"
ID0672,I2,65,Parents of the head of the Household/ spouse,Female,Sinhala,Roman Catholicism,Currently married (customary),Pending results G.C.E. (O.L / A.L),Passed G.C.E.(A/L) or equivalent,Household activities,,,,168.0,
ID0672,I3,33,Head of the household,Male,Sinhala,Roman Catholicism,Currently married (customary),Pending results G.C.E. (O.L / A.L),Passed Degree / Diploma,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,Yes,Employer,100.0,"Yes, went on most of the days"
ID0672,I4,32,Wife/Husband,Female,Sinhala,Roman Catholicism,Currently married (customary),Pending results G.C.E. (O.L / A.L),Passed Degree / Diploma,Household activities,,,,168.0,
ID0672,I5,6,Son/daughter,Female,Sinhala,Roman Catholicism,Other,Still a toddler,Passed Grade 2,,,,,104.0,
ID0672,I6,0,Son/daughter,Male,Sinhala,Roman Catholicism,Other,,,,,,,168.0,
ID0673,I1,45,Head of the household,Female,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Does not attend,Passed Grade 10,Household activities,,,,168.0,
ID0673,I2,29,Wife/Husband,Male,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Does not attend,Passed Grade 12,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,95.0,"Yes, went daily during working days"
ID0673,I3,23,Son/daughter,Female,Sri Lankan Moor/Muslim,Islam,Never married,Does not attend,Passed Grade 12,Household activities,,,,168.0,
ID0673,I4,16,Son/daughter,Male,Sri Lankan Moor/Muslim,Islam,Never married,School,Passed Grade 10,Student,,,,63.0,
ID0673,I5,18,Son/daughter,Male,Sri Lankan Moor/Muslim,Islam,Never married,School,Passed Grade 10,Student,,,,114.0,
ID0673,I6,11,Son/daughter,Male,Sri Lankan Moor/Muslim,Islam,Never married,School,Passed Grade 6,,,,,159.0,
ID0674,I1,68,Head of the household,Female,Sinhala,Roman Catholicism,Divorced,Does not attend,Passed G.C.E.(O/L),Retired - Obtaining government/semi-government pension payment and currently not engaged in economic activity (not employed elsewhere or not engaged in any own business),,,,168.0,
ID0674,I2,60,Wife/Husband,Male,Sinhala,Roman Catholicism,Divorced,Does not attend,Passed Grade 5,Household activities,,,,0.0,
ID0675,I1,63,Head of the household,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Does not attend,Passed Grade 12,Other,,,,153.0,
ID0675,I2,60,Wife/Husband,Female,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Household activities,,,,160.0,
ID0675,I3,25,Son/daughter,Male,Sri Lankan Moor/Muslim,Islam,Never married,University,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Clerk,Yes,Private sector employee,112.0,"Yes, went daily during working days"
ID0676,I1,58,Head of the household,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,100.0,"Yes, went daily during working days"
ID0676,I2,57,Wife/Husband,Female,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Professional,No,Government employee,168.0,"Yes, went daily during working days"
ID0676,I3,24,Son/daughter,Male,Sri Lankan Moor/Muslim,Islam,Never married,University,Passed G.C.E.(A/L) or equivalent,Student,,,,130.0,
ID0676,I4,20,Son/daughter,Female,Sri Lankan Moor/Muslim,Islam,Never married,University,Passed G.C.E.(A/L) or equivalent,Student,,,,168.0,
ID0676,I5,78,Parents of the head of the Household/ spouse,Female,Sri Lankan Moor/Muslim,Islam,Widowed,Does not attend,Passed Grade 5,Too old / Disable/ unable to work,,,,168.0,
ID0677,I1,78,Head of the household,Male,Sinhala,Buddhism,Widowed,Does not attend,Passed Grade 10,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,Yes,Own account worker,12.0,"Yes, went daily during working days"
ID0677,I2,39,Son/daughter,Male,Sinhala,Buddhism,Separated (not legally),Does not attend,Passed Grade 9,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,Yes,Private sector employee,12.0,"Yes, went daily during working days"
ID0677,I3,18,Grandson/ Granddaughter,Male,Sinhala,Buddhism,Never married,Vocational/Technical Institution,Passed G.C.E.(O/L),Student,,,,16.0,
ID0678,I1,47,Head of the household,Male,Sinhala,Buddhism,Currently married (customary),Does not attend,Passed Grade 5,Engaged in economic activity/ currently employed/ engaged in own business,Skilled agricultural and fishery worker,Yes,Own account worker,100.0,"No, worked from home"
ID0678,I2,47,Wife/Husband,Female,Sinhala,Buddhism,Currently married (customary),Does not attend,Passed G.C.E.(A/L) or equivalent,Household activities,,,,168.0,
ID0678,I3,21,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 12,Student,,,,100.0,
ID0678,I4,14,Son/daughter,Female,Sinhala,Buddhism,Never married,School,Passed Grade 9,Student,,,,152.0,
ID0679,I1,44,Head of the household,Male,Sinhala,Roman Catholicism,Currently married (customary),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Clerk,No,Private sector employee,108.0,"Yes, went on most of the days"
ID0679,I2,40,Wife/Husband,Female,Sinhala,Roman Catholicism,Currently married (customary),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Professional,No,Own account worker,168.0,"Yes, went on most of the days"
ID0679,I3,6,Son/daughter,Female,Sinhala,Roman Catholicism,Never married,School,Passed Grade 10,,,,,168.0,
ID0679,I4,11,Son/daughter,Female,Sinhala,Roman Catholicism,Never married,School,Passed Grade 6,,,,,168.0,
